###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59651.490826 -20.982  1.254   -15   18 o  0   0.94 190.74695  48.37041  9767.60 10055.17 3.12 2.95  88.3 -0.413 19.12 20.25 01a59651o0580o
59653.422707  20.767  1.085    18   19 o  0   1.34 190.74695  48.37041  7671.95  4920.76 2.45 1.97  41.8 -0.427 18.85 19.26 02a59653o0464o
59653.424535 -21.477  2.280    -9   21 o  0   1.02 190.74695  48.37041  7690.15  4959.63 2.44 1.96  41.6 -0.437 18.83 19.27 02a59653o0468o
59653.427277 -21.185  2.155   -12   26 o  0   0.71 190.74695  48.37041  7632.84  4883.32 2.41 1.98  40.8 -0.428 18.82 19.26 02a59653o0474o
59653.432313  20.250  0.718    29   21 o  0   1.25 190.74695  48.37041  7613.92  5000.93 2.72 2.03  40.6 -0.413 18.84 19.36 02a59653o0485o
59653.455522 -20.394  0.961   -25   24 o  0   0.89 190.74695  48.37041  9724.10 10131.61 3.00 2.90 -78.0 -0.420 18.81 19.60 01a59653o0127o
59653.458811 -21.041  1.788   -14   25 o  0   0.97 190.74695  48.37041  9706.09 10091.66 3.11 2.97 -69.4 -0.412 18.75 19.61 01a59653o0134o
59653.461997 -19.813  0.530   -43   23 o  0   1.03 190.74695  48.37041  9764.24 10169.56 2.99 2.90  67.6 -0.422 18.83 19.62 01a59653o0141o
59653.467105  21.263  1.875    11   21 o  0   1.28 190.74695  48.37041  9779.82 10051.19 3.04 2.95  81.2 -0.418 18.81 19.63 01a59653o0152o
59653.490208  21.119  1.609    13   21 o  0   1.98 190.74695  48.37041 10122.79   191.99 3.01 2.67 -56.2 -0.509 18.75 19.57 01a59653o0202o
59653.518745  20.669  1.255    20   25 o  0   1.32 190.74695  48.37041 10150.11   232.28 3.02 2.72 -52.1 -0.495 18.69 19.56 01a59653o0263o
59653.547041  21.855  4.593     7   30 o  0   0.85 190.74695  48.37041 10102.45   161.49 3.39 2.98 -54.9 -0.527 18.58 19.54 01a59653o0324o
59653.558080  18.812  1.224   108  133 o  0   1.01 190.74695  48.37041 10089.84   282.80 3.23 2.84 -51.6 -0.510 16.67 17.00 01a59653o0347o
59654.364253 -18.180  3.274  -194  636 o  0   0.79 190.74695  48.37041  7668.58  4920.74 2.55 2.17  43.5 -0.467 15.18 14.92 02a59654o0328o
59654.367526  19.424  0.795    62   49 o  0   2.20 190.74695  48.37041  7687.53  4959.07 2.45 2.09  44.6 -0.435 17.64 17.63 02a59654o0335o
59654.370798 -20.335  1.799   -27   48 o  0   1.11 190.74695  48.37041  7629.57  4882.99 2.42 2.15  49.2 -0.439 17.82 17.80 02a59654o0342o
59654.379490  19.501  8.524    58  490 o  0   1.08 190.74695  48.37041  7608.05  4997.70 2.45 2.12  47.9 -0.464 15.56 15.25 02a59654o0361o
59655.418421  19.092  2.447    84  205 o  0   1.16 190.74695  48.37041   358.57 10306.21 4.45 3.98 -65.5 -0.406 16.46 16.93 01a59655o0408o
59655.419790 -20.089  4.916   -33  164 o  0   1.01 190.74695  48.37041  9709.43 10146.23 3.61 3.45  80.8 -0.370 16.65 16.91 01a59655o0411o
59655.420242 -17.843  0.755  -265  200 o  0   1.15 190.74695  48.37041   414.11 10380.19 3.93 3.45 -44.5 -0.478 16.23 16.63 01a59655o0412o
59655.421610 -18.606  1.728  -131  227 o  0   1.45 190.74695  48.37041  9690.12 10105.72 3.50 3.36  68.3 -0.403 16.11 16.35 01a59655o0415o
59655.430471 -20.537  2.607   -22   58 o  0   0.96 190.74695  48.37041  7676.46  4927.71 2.66 2.04  40.6 -0.411 17.77 17.66 02a59655o0388o
59655.432756 -18.817  0.505  -108   54 o  0   0.95 190.74695  48.37041  7695.84  4966.56 2.64 2.02  41.1 -0.406 17.63 17.51 02a59655o0393o
59655.435577  20.637  2.348    20   47 o  0   1.23 190.74695  48.37041  7636.17  4890.93 2.59 1.99  41.7 -0.406 17.89 17.75 02a59655o0399o
59655.438741 -18.766  1.072  -113  121 o  0   0.91 190.74695  48.37041   435.75 10260.54 3.71 3.15 -45.4 -0.418 17.06 17.66 01a59655o0450o
59655.440105 -19.519  0.871   -56   49 o  0   1.18 190.74695  48.37041  9753.00 10181.56 3.43 3.27  65.4 -0.369 17.52 18.17 01a59655o0453o
59655.441074 -19.646  1.571   -50   79 o  0   1.08 190.74695  48.37041  7618.25  5008.08 2.71 2.04  42.3 -0.418 17.44 17.26 02a59655o0411o
59655.449466 -21.460  6.871   -10   65 o  0   1.12 190.74695  48.37041  9772.17 10061.67 3.36 3.20  59.8 -0.381 17.25 17.89 01a59655o0473o
59656.508253  20.895 13.021    16  207 o  0   1.30 190.74695  48.37041  5636.53  4992.44 2.72 2.69 -25.9 -0.495 16.18 16.27 01a59656o0553o
59656.515900 -18.946  1.428   -96  137 o  0   1.34 190.74695  48.37041  5621.74  5109.26 2.79 2.69 -27.2 -0.493 16.71 16.73 01a59656o0569o
59657.428464  20.156  0.721    31   23 o  0   1.30 190.74695  48.37041  7680.17  4923.65 2.54 1.97  40.3 -0.426 18.69 19.04 02a59657o0473o
59657.430318 -20.568  1.126   -22   24 o  0   1.07 190.74695  48.37041  7700.01  4963.34 2.58 1.98  39.7 -0.419 18.70 19.04 02a59657o0477o
59657.433133 -20.876  1.444   -16   23 o  0   0.94 190.74695  48.37041  7642.97  4887.16 2.52 1.91  39.4 -0.422 18.77 19.04 02a59657o0483o
59657.439791 -23.239 12.333    -2   23 o  0   1.12 190.74695  48.37041  7624.93  5004.38 2.51 1.91  37.5 -0.431 18.75 19.04 02a59657o0497o
59657.475778 -21.423  2.482   -10   24 o  0   1.04 190.74695  48.37041  5669.87  5028.82 2.77 2.69  26.3 -0.464 18.57 19.22 01a59657o0583o
59657.478968  21.128  2.273    13   29 o  0   0.78 190.74695  48.37041  5692.51  5067.11 2.94 2.84  25.9 -0.451 18.53 19.21 01a59657o0590o
59657.484442  21.144  1.955    13   25 o  0   1.15 190.74695  48.37041  5633.61  4992.07 2.96 2.76  34.8 -0.436 18.51 19.20 01a59657o0602o
59657.495883 -20.075  0.669   -34   23 o  0   1.56 190.74695  48.37041  5621.45  5108.89 3.00 2.74  34.1 -0.428 18.57 19.20 01a59657o0627o
59658.489896  21.216  1.627    12   19 o  0   1.02 190.74695  48.37041  2157.74 10065.34 1.90 1.78 -42.4 -0.509 18.92 19.33 02a59658o0606o
59658.493552 -20.050  0.550   -35   19 o  0   1.15 190.74695  48.37041  2139.18 10026.81 1.92 1.79 -38.2 -0.523 18.90 19.32 02a59658o0614o
59658.499548  21.014  1.223    14   17 o  0   1.42 190.74695  48.37041  2193.68 10101.55 1.88 1.74 -45.2 -0.506 18.87 19.30 02a59658o0627o
59658.529061  20.858  1.341    16   22 o  0   0.74 190.74695  48.37041  2208.19  9979.08 1.88 1.74 -47.7 -0.543 18.87 19.27 02a59658o0690o
59659.482003  25.786 92.500     0   16 o  0   1.17 190.74695  48.37041  2150.24 10059.37 1.86 1.69 -47.7 -0.497 19.09 19.69 02a59659o0539o
59659.485705  20.415  0.635    25   16 o  0   1.21 190.74695  48.37041  2130.43 10020.98 1.89 1.78 -46.9 -0.496 19.11 19.69 02a59659o0547o
59659.493027  20.628  0.837    20   17 o  0   1.13 190.74695  48.37041  2184.64 10097.01 1.95 1.80 -50.5 -0.499 19.07 19.67 02a59659o0563o
59659.503166 -22.785  6.968    -3   20 o  0   0.89 190.74695  48.37041  2204.27  9981.16 1.83 1.68 -43.0 -0.535 19.06 19.60 02a59659o0585o
59661.484803 -20.914  0.839   -16   13 o  0   1.44 190.74695  48.37041  2157.75 10065.35 1.99 1.86 -49.6 -0.476 19.29 20.25 02a59661o0587o
59661.488295  24.906 30.250     0   12 o  0   0.93 190.74695  48.37041  2139.30 10027.01 1.98 1.80 -48.3 -0.480 19.36 20.33 02a59661o0594o
59661.493992  19.119  1.950    82  159 o  0   1.13 190.74695  48.37041  2194.24 10103.11 1.92 1.70 -48.8 -0.387 16.49 16.78 02a59661o0606o
59665.408700  21.888  1.750     6   11 c  0   1.24 190.74695  48.37041  8442.76   525.83 2.47 2.10 -64.9 -0.419 19.61 21.67 02a59665o0421c
59665.411001 -23.479  7.833    -2   12 c  0   1.11 190.74695  48.37041  8461.26   564.95 2.43 2.12 -66.5 -0.419 19.63 21.67 02a59665o0426c
59665.415112 -21.676  1.500    -8   12 c  0   1.09 190.74695  48.37041  8406.81   488.68 2.41 2.09 -67.1 -0.412 19.60 21.67 02a59665o0435c
59665.429505 -20.910  0.746   -16   12 c  0   0.98 190.74695  48.37041  8394.14   610.83 2.45 2.14 -69.1 -0.420 19.64 21.72 02a59665o0466c
59665.465893  20.164  0.394    31   12 o  0   1.20 190.74695  48.37041  1366.65  9148.24 2.70 2.41 -44.8 -0.509 19.42 20.85 01a59665o0529o
59665.469089  20.418  0.497    25   12 o  0   1.05 190.74695  48.37041  1389.30  9187.81 2.67 2.38 -44.9 -0.514 19.42 20.84 01a59665o0536o
59665.474562  22.050  2.206     6   12 o  0   1.63 190.74695  48.37041  1327.68  9110.09 2.71 2.39 -44.3 -0.510 19.41 20.82 01a59665o0548o
59665.486450  21.253  1.296    12   15 o  0   0.84 190.74695  48.37041  1314.24  9229.27 2.70 2.43 -48.9 -0.503 19.41 20.81 01a59665o0574o
59671.395313 -20.700  0.547   -19   10 c  0   1.18 190.74695  48.37041  6544.76  7169.88 3.02 2.56  39.6 -0.390 19.53 21.75 02a59671o0300c
59671.398110 -20.263  0.375   -28   11 c  0   0.99 190.74695  48.37041  6566.05  7209.51 2.93 2.57  38.1 -0.397 19.57 21.73 02a59671o0306c
59671.428121 -22.015  1.909    -6   11 c  0   0.91 190.74695  48.37041  6517.55  7138.18 2.93 2.49  36.3 -0.399 19.56 21.70 02a59671o0370c
59671.456246 -21.001  0.802   -14   12 c  0   0.81 190.74695  48.37041  4106.30  3340.37 2.85 2.47  37.1 -0.403 19.50 21.63 02a59671o0431c
59675.329396  19.755  5.714    46  260 c  0   0.82 190.74695  48.37041  2832.76   831.88 2.54 2.24  62.8 -0.417 15.86 17.63 02a59675o0250c
59675.377940 -20.834  2.250   -17   38 c  0   1.08 190.74695  48.37041  2791.88   915.12 2.44 2.25 -74.4 -0.450 18.00 20.01 02a59675o0355c
59677.387391  20.461  0.798    24   19 o  0   0.87 190.74695  48.37041  8725.08  5338.24 3.60 3.38 -47.7 -0.421 18.96 20.54 01a59677o0298o
59677.391143 -20.060  0.440   -34   15 o  0   1.08 190.74695  48.37041  8706.13  5297.92 3.41 3.18  39.3 -0.391 19.11 20.55 01a59677o0306o
59677.396662 -21.594  1.771    -8   15 o  0   1.34 190.74695  48.37041  8765.07  5376.81 3.23 3.13 -28.7 -0.440 19.08 20.54 01a59677o0318o
59677.404040 -22.739  5.231    -3   15 o  0   1.03 190.74695  48.37041  8781.56  5259.95 3.16 2.99 -44.0 -0.451 19.15 20.58 01a59677o0334o
59679.392946 -20.871  1.183   -16   19 c  0   1.03 190.74695  48.37041  2860.76   840.02 2.42 2.26 -86.4 -0.449 18.92 20.59 02a59679o0354c
59679.394775 -21.300  1.827   -11   20 c  0   0.88 190.74695  48.37041  2879.99   881.06 2.41 2.26 -82.9 -0.460 18.89 20.60 02a59679o0358c
59679.397537  20.984  1.263    15   18 c  0   1.08 190.74695  48.37041  2823.13   798.36 2.38 2.22  78.8 -0.444 18.95 20.61 02a59679o0364c
59679.402572 -21.237  1.488   -12   17 c  0   1.40 190.74695  48.37041  2806.34   915.87 2.40 2.25  83.2 -0.454 18.97 20.64 02a59679o0375c
59681.421176  23.864 25.200     1   26 o  0   1.32 190.74695  48.37041  7417.91  8727.48 2.98 2.91  29.4 -0.453 18.71 19.63 01a59681o0424o
59681.424368  23.743 21.833     1   25 o  0   1.16 190.74695  48.37041  7440.54  8765.74 2.87 2.81  31.9 -0.460 18.76 19.62 01a59681o0431o
59681.430335 -19.902  0.706   -40   28 o  0   0.90 190.74695  48.37041  7379.11  8691.11 2.84 2.78  22.3 -0.464 18.77 19.62 01a59681o0444o
59681.442187 -19.656  0.569   -50   28 o  0   0.86 190.74695  48.37041  7366.06  8810.00 2.89 2.78  20.3 -0.459 18.77 19.61 01a59681o0470o
59683.431558 -18.170  0.860  -196  168 o  0   2.47 190.74695  48.37041  3729.80  7291.47 3.03 2.31  30.8 -0.343 16.54 16.47 02a59683o0432o
59683.435687  18.905  0.881   100   88 o  0   2.64 190.74695  48.37041  3711.83  7252.42 2.86 2.12  29.4 -0.360 17.02 17.06 02a59683o0441o
59683.443012  17.921  0.789   246  194 o  0   1.77 190.74695  48.37041  3768.53  7328.13 2.72 2.17  28.7 -0.388 16.43 16.31 02a59683o0457o
59683.453162 -18.743  0.643  -116   74 o  0   0.62 190.74695  48.37041  3788.61  7211.46 2.62 2.22  25.9 -0.381 17.66 17.87 02a59683o0479o
59685.356463 -17.732  0.800  -293  235 o  0   0.96 190.74695  48.37041  3151.83  1820.51 2.90 2.85  52.6 -0.479 16.22 16.80 01a59685o0270o
59687.399271 -20.329  0.859   -27   23 o  0   1.02 190.74695  48.37041  3732.15  7293.33 2.29 1.83  26.7 -0.406 18.81 19.14 02a59687o0377o
59687.426684  21.096  1.644    13   22 o  0   1.27 190.74695  48.37041  3706.30  7252.19 2.34 1.84  27.8 -0.407 18.79 19.10 02a59687o0436o
59687.454963  20.533  0.889    22   20 o  0   2.08 190.74695  48.37041  3757.13  7328.11 2.32 1.88  28.7 -0.401 18.73 19.04 02a59687o0497o
59687.458186  20.812  1.182    17   20 o  0   1.28 190.74695  48.37041  3776.27  7210.65 2.34 1.91  29.9 -0.406 18.73 19.03 02a59687o0504o
59689.433873  20.184  0.675    31   21 o  0   1.08 190.74695  48.37041  2963.83  3030.23 2.76 2.65  37.1 -0.475 18.77 19.72 01a59689o0295o
59689.437092 -20.726  1.029   -19   19 o  0   1.22 190.74695  48.37041  2984.71  3069.48 2.79 2.68  41.3 -0.466 18.83 19.78 01a59689o0302o
59689.443478  20.542  1.112    22   24 o  0   0.89 190.74695  48.37041  2927.19  2993.84 2.93 2.86  24.1 -0.451 18.68 19.69 01a59689o0316o
59689.453966 -22.122  4.571    -5   24 o  0   1.08 190.74695  48.37041  2914.61  3111.23 3.31 3.24  41.2 -0.404 18.65 19.75 01a59689o0339o
59693.340396  19.958  0.964    38   36 o  0   1.21 190.74695  48.37041  7558.58  7555.97 2.75 2.74  78.5 -0.467 18.72 20.09 01a59693o0260o
59693.343215 -21.517  4.400    -9   40 o  0   1.04 190.74695  48.37041  7539.67  7516.75 2.77 2.72  54.1 -0.460 18.85 20.26 01a59693o0266o
59693.345949  18.862  0.487   104   50 o  0   1.19 190.74695  48.37041  7597.93  7592.81 2.95 2.72  42.2 -0.438 18.63 20.02 01a59693o0272o
59693.354683  22.314  4.167     4   18 o  0   0.99 190.74695  48.37041  7616.21  7476.21 2.84 2.70  44.4 -0.453 19.07 20.47 01a59693o0291o
59695.398316 -24.139 11.400    -1    9 c  0   1.70 190.74695  48.37041  6009.60  3810.48 2.89 2.35  33.5 -0.400 19.50 21.41 02a59695o0372c
59695.401972  21.741  1.396     7   10 c  0   1.09 190.74695  48.37041  5990.32  3770.24 2.51 2.27  32.6 -0.413 19.52 21.42 02a59695o0380c
59695.409317 -24.545 20.000    -1   11 c  0   0.92 190.74695  48.37041  6051.66  3849.31 2.56 2.25  33.6 -0.404 19.51 21.40 02a59695o0396c
59695.443591 -23.843 10.286    -1   11 c  0   0.99 190.74695  48.37041  6065.09  3730.86 2.65 2.31  32.6 -0.405 19.46 21.32 02a59695o0470c
59697.452516 -20.134  0.761   -32   24 o  0   0.93 190.74695  48.37041 10525.92  2762.92 2.86 2.67 -30.5 -0.481 18.24 19.63 01a59697o0232o
59697.459906  21.411  1.431    10   14 o  0   1.02 190.74695  48.37041  1076.33  3115.48 2.61 2.53 -53.0 -0.517 19.30 20.73 01a59697o0248o
59697.463132  20.954  0.946    15   14 o  0   1.52 190.74695  48.37041  1098.44  3155.24 2.51 2.50  36.8 -0.525 19.28 20.72 01a59697o0255o
59697.463593 -22.186  3.040    -5   15 o  0   1.19 190.74695  48.37041 10512.35  2884.46 2.88 2.59 -52.6 -0.500 19.28 20.64 01a59697o0256o
59697.470501  20.570  0.693    22   15 o  0   0.87 190.74695  48.37041  1040.97  3075.81 2.78 2.55 -53.8 -0.523 19.25 20.63 01a59697o0271o
59697.488031  22.165  3.080     5   15 o  0   1.18 190.74695  48.37041  1030.23  3192.24 2.70 2.50 -56.2 -0.534 19.12 20.36 01a59697o0309o
59699.377055 -20.631  0.527   -20   11 c  0   1.33 190.74695  48.37041   974.01  5829.50 2.43 2.28   7.7 -0.423 19.43 21.08 02a59699o0325c
59699.380256 -20.475  0.681   -23   16 c  0   1.11 190.74695  48.37041   955.67  5792.17 2.47 2.31   6.6 -0.424 19.15 20.73 02a59699o0332c
59699.386215 -19.526  0.516   -56   29 c  0   1.11 190.74695  48.37041  1012.44  5864.93 2.43 2.27  11.8 -0.429 18.40 19.86 02a59699o0345c
59699.396305 -20.860  2.900   -16   48 c  0   0.92 190.74695  48.37041  1031.78  5750.21 2.42 2.25   8.4 -0.430 17.91 19.26 02a59699o0367c
59709.346152 -20.836  0.768   -17   13 o  0   1.77 190.74695  48.37041  3737.57  5149.51 2.70 2.58 -36.4 -0.490 19.03 19.98 01a59709o0247o
59709.349836  20.961  1.114    15   17 o  0   1.02 190.74695  48.37041  3759.24  5188.67 2.69 2.59 -38.5 -0.485 19.04 19.99 01a59709o0255o
59709.355363  21.750  2.071     7   15 o  0   1.17 190.74695  48.37041  3702.18  5113.70 2.72 2.65 -14.7 -0.474 19.04 20.00 01a59709o0267o
59709.367793  20.652  0.931    20   18 o  0   1.01 190.74695  48.37041  3687.47  5229.66 2.71 2.59 -37.5 -0.488 19.04 20.02 01a59709o0294o
59711.334778 -25.895 208.000    -0   33 o  0   1.29 190.74695  48.37041  1188.91  1941.69 2.26 2.21 -70.9 -0.458 18.32 18.60 02a59711o0214o
59711.337977 -20.599  1.396   -21   29 o  0   0.82 190.74695  48.37041  1168.41  1902.96 2.25 2.04  31.0 -0.444 18.45 18.80 02a59711o0221o
59711.344381  19.805  0.787    44   34 o  0   1.63 190.74695  48.37041  1228.85  1978.08 2.32 2.10  36.6 -0.454 18.12 18.45 02a59711o0235o
59711.358107 -21.508  3.016    -9   27 o  0   0.99 190.74695  48.37041  1250.03  1860.72 2.22 2.18 -87.5 -0.467 18.40 18.80 02a59711o0265o
59713.374563  19.999  0.615    36   22 o  0   1.38 190.74695  48.37041  4531.52   770.94 2.70 2.63 -36.6 -0.494 18.71 19.39 01a59713o0319o
59713.377784  20.187  0.781    31   24 o  0   1.17 190.74695  48.37041  4552.63   810.29 2.67 2.63 -31.4 -0.482 18.72 19.38 01a59713o0326o
59713.383831 -23.042 10.417    -2   23 o  0   1.18 190.74695  48.37041  4496.23   733.67 2.79 2.76  24.4 -0.457 18.65 19.37 01a59713o0339o
59713.394459  22.041  4.448     6   25 o  0   1.22 190.74695  48.37041  4484.64   853.29 2.85 2.81  32.2 -0.453 18.59 19.34 01a59713o0362o
59715.392145  22.992 10.762     2   25 o  0   0.90 190.74695  48.37041  5595.60  7681.97 2.27 1.85  34.0 -0.438 18.70 18.93 02a59715o0352o
59715.395344  20.227  0.727    29   21 o  0   1.24 190.74695  48.37041  5577.41  7643.49 2.17 1.82  32.4 -0.449 18.72 18.94 02a59715o0359o
59715.401291  19.968  0.636    37   24 o  0   1.25 190.74695  48.37041  5634.01  7720.77 2.17 1.84  32.3 -0.453 18.72 18.93 02a59715o0372o
59715.412748 -20.411  1.023   -25   25 o  0   1.26 190.74695  48.37041  5652.38  7602.67 2.23 1.92  31.7 -0.440 18.68 18.90 02a59715o0397o
59717.329105 -21.031  1.400   -14   20 o  0   1.15 190.74695  48.37041  4521.94   765.10 3.59 3.55  77.2 -0.367 18.77 20.04 01a59717o0208o
59717.332329 -20.575  0.869   -21   19 o  0   1.29 190.74695  48.37041  4542.64   805.35 3.41 3.33 -48.0 -0.401 18.80 20.03 01a59717o0215o
59717.338323  21.137  2.235    13   28 o  0   0.80 190.74695  48.37041  4486.09   729.66 4.16 4.12 -39.9 -0.337 18.56 19.96 01a59717o0228o
59717.349383  20.810  1.447    17   25 o  0   0.98 190.74695  48.37041  4473.76   848.60 4.22 4.20  61.3 -0.294 18.45 19.91 01a59717o0252o
59719.363264  20.091  5.846    33  195 o  0   0.66 190.74695  48.37041  5660.05  7609.63 2.66 1.99  32.1 -0.420 16.36 17.41 02a59719o0123o
59721.341280 -22.076  3.000    -5   16 o  0   0.99 190.74695  48.37041 10488.27  6688.75 3.82 2.89  22.1 -0.347 19.18 20.78 01a59721o0238o
59721.346811  22.211  2.960     5   14 o  0   0.97 190.74695  48.37041 10510.99  6727.13 2.78 2.75  13.6 -0.457 19.37 20.81 01a59721o0250o
59721.350032 -24.511 22.333    -1   13 o  0   1.30 190.74695  48.37041 10449.70  6653.28 2.82 2.74  21.3 -0.455 19.40 20.82 01a59721o0257o
59721.355564 -21.493  1.429    -9   13 o  0   0.86 190.74695  48.37041   605.11  6989.06 2.47 2.36 -54.8 -0.477 19.42 20.86 01a59721o0269o
59721.361110  21.279  1.194    11   13 o  0   0.71 190.74695  48.37041   627.25  7028.46 2.79 2.37 -46.7 -0.483 19.43 20.85 01a59721o0281o
59721.362980 -21.872  2.706    -6   18 o  0   0.61 190.74695  48.37041 10436.05  6774.99 2.85 2.71 -66.5 -0.452 19.42 20.80 01a59721o0285o
59721.364820  20.819  0.717    17   12 o  0   1.43 190.74695  48.37041   566.75  6950.53 2.57 2.33 -50.6 -0.487 19.41 20.84 01a59721o0289o
59721.379114 -21.306  1.127   -11   12 o  0   1.58 190.74695  48.37041   553.00  7068.54 2.61 2.34 -47.6 -0.482 19.38 20.78 01a59721o0320o
59723.338572 -22.007  1.905    -6   11 c  0   0.75 190.74695  48.37041  2070.80  3565.22 2.45 2.29  22.5 -0.417 19.65 21.30 02a59723o0223c
59723.341779 -22.212  1.875    -5    9 c  0   1.26 190.74695  48.37041  2048.42  3527.36 2.67 2.29  27.5 -0.408 19.58 21.29 02a59723o0230c
59723.347304 -21.772  1.426    -7   10 c  0   0.65 190.74695  48.37041  2106.45  3602.56 2.75 2.31  27.0 -0.395 19.55 21.29 02a59723o0242c
59723.358809 -20.520  0.429   -22   10 c  0   1.00 190.74695  48.37041  2126.23  3484.16 2.60 2.32  27.7 -0.407 19.55 21.27 02a59723o0267c
59725.317007 -21.065  0.941   -14   13 o  0   0.83 190.74695  48.37041 10483.64  6680.53 2.92 2.85 -48.5 -0.448 19.42 20.99 01a59725o0186o
59725.320233  22.776  4.571     3   13 o  0   0.94 190.74695  48.37041 10506.67  6719.08 2.96 2.83 -64.8 -0.445 19.45 20.98 01a59725o0193o
59725.326224  20.982  0.971    15   14 o  0   0.86 190.74695  48.37041 10446.55  6648.45 2.99 2.94 -52.6 -0.440 19.38 20.98 01a59725o0206o
59725.329909  20.635  0.579    20   12 o  0   1.33 190.74695  48.37041   600.04  6981.24 2.87 2.59 -48.2 -0.446 19.39 21.01 01a59725o0214o
59725.333593  21.382  1.193    10   12 o  0   1.39 190.74695  48.37041   622.74  7022.11 2.89 2.59 -48.4 -0.452 19.39 20.98 01a59725o0222o
59725.337864 -22.150  2.760    -5   14 o  0   0.85 190.74695  48.37041 10430.55  6766.66 2.95 2.87 -73.4 -0.443 19.39 20.90 01a59725o0231o
59725.342928  23.297  6.818     2   12 o  0   1.19 190.74695  48.37041   564.88  6944.75 2.63 2.53 -62.7 -0.456 19.36 20.91 01a59725o0242o
59725.355836  22.506  3.857     4   14 o  0   0.95 190.74695  48.37041   549.27  7061.50 2.78 2.60 -52.6 -0.447 19.30 20.79 01a59725o0270o
59727.318926 -19.375  0.353   -65   23 c  0   1.25 190.74695  48.37041  2077.95  3570.50 2.49 2.33  25.9 -0.412 18.47 19.95 02a59727o0179c
59727.322126  19.933  0.536    39   21 c  0   0.88 190.74695  48.37041  2059.24  3532.48 2.45 2.29  27.0 -0.410 18.81 20.35 02a59727o0186c
59727.328537 -21.244  2.633   -12   30 c  0   1.08 190.74695  48.37041  2117.41  3608.81 2.49 2.34  25.3 -0.414 18.33 19.77 02a59727o0200c
59727.341337 -21.330  1.396   -11   15 c  0   0.94 190.74695  48.37041  2136.21  3489.71 2.48 2.29  29.4 -0.414 19.15 20.72 02a59727o0228c
59729.352509 -21.844  2.167    -7   14 o  0   1.01 190.74695  48.37041  5417.27  8901.80 3.04 2.73  40.2 -0.420 19.14 20.53 01a59729o0248o
59729.357708 -21.557  1.750    -9   15 o  0   1.01 190.74695  48.37041  5438.75  8941.11 3.04 2.72  41.8 -0.423 19.10 20.44 01a59729o0258o
59729.360933  23.247  6.556     2   12 o  0   1.87 190.74695  48.37041  5376.78  8865.18 2.84 2.65  38.3 -0.448 19.22 20.54 01a59729o0265o
59729.370958  21.172  1.164    12   14 o  0   1.11 190.74695  48.37041  5361.15  8983.10 3.04 2.72  42.2 -0.421 19.22 20.57 01a59729o0285o
59731.359571  21.884  1.500     6   10 c  0   1.09 190.74695  48.37041  1824.68  7448.80 2.43 2.33  -3.4 -0.412 19.64 21.46 02a59731o0099c
59731.363232 -21.596  1.321    -8   11 c  0   0.97 190.74695  48.37041  1806.22  7408.96 2.50 2.42  -2.2 -0.411 19.59 21.45 02a59731o0107c
59731.369181 -21.251  0.922   -12   11 c  0   0.80 190.74695  48.37041  1861.91  7484.91 2.57 2.39  22.8 -0.398 19.59 21.43 02a59731o0120c
59731.379277 -20.269  0.378   -28   11 c  0   1.01 190.74695  48.37041  1881.49  7365.45 2.57 2.44  18.1 -0.405 19.53 21.40 02a59731o0142c
59733.303412  19.834  0.252    42   11 o  0   1.34 190.74695  48.37041  5409.58  8900.60 2.64 2.58  18.6 -0.471 19.43 20.81 01a59733o0151o
59733.307121  20.490  0.565    23   13 o  0   0.94 190.74695  48.37041  5431.62  8939.47 2.80 2.63  40.5 -0.446 19.41 20.84 01a59733o0159o
59733.312694  19.602  0.232    52   12 o  0   1.38 190.74695  48.37041  5371.61  8864.09 2.83 2.64  36.7 -0.446 19.47 20.87 01a59733o0171o
59733.324218  20.209  0.382    30   11 o  0   1.24 190.74695  48.37041  5357.34  8983.16 2.65 2.59  -3.1 -0.472 19.50 20.93 01a59733o0196o
59735.293976  19.007  0.136    91   12 o  0   0.92 190.74695  48.37041  1837.04  7451.70 1.97 1.88 -21.9 -0.449 19.50 20.44 02a59735o0124o
59735.298107  19.241  0.143    73   10 o  0   2.16 190.74695  48.37041  1817.06  7413.46 1.98 1.87 -23.7 -0.443 19.47 20.42 02a59735o0133o
59735.303594  19.130  0.163    81   13 o  0   0.91 190.74695  48.37041  1873.45  7487.49 2.01 1.90  -3.3 -0.449 19.46 20.44 02a59735o0145o
59735.316439  19.058  0.121    86   10 o  0   1.34 190.74695  48.37041  1892.45  7370.11 2.06 1.88  -0.5 -0.430 19.47 20.42 02a59735o0173o
59737.333743  18.842  0.153   105   16 o  0   1.08 190.74695  48.37041  3406.77  9038.13 2.62 2.54 -39.1 -0.478 19.23 20.31 01a59737o0213o
59737.336516  19.160  0.212    79   17 o  0   0.89 190.74695  48.37041  3429.03  9078.56 2.65 2.63 -68.4 -0.461 19.20 20.31 01a59737o0219o
59737.341724  19.018  0.161    90   14 o  0   1.39 190.74695  48.37041  3367.39  9001.93 2.63 2.54 -41.8 -0.475 19.22 20.33 01a59737o0230o
59737.356006  19.096  0.169    84   14 o  0   1.19 190.74695  48.37041  3351.73  9119.90 2.63 2.56 -38.9 -0.480 19.20 20.35 01a59737o0261o
